"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Vietnam News Agency, The (web site ref.) (1 sources)","Vietnam","","Presse","Irrégulier","Anglais","45735","Vietnam's national official press agency providing news in English about politics, economy, science, society, culture, technology and science in teh coutry and elsewhere in the world.","http://vietnamnews.vn/","WVABV","25/04/2024",NA
"Vif. +Focus , Le (1 sources)","Belgique","","Presse","Hebdomadaire","Français","25868","Le Vif. +Focus is a major French-language weekly magazine published in Brussels, Belgium. It offers news on politics, economics, investigations, society and culture in relation to both Belgium and international events. It also covers news on literature and sports.","http://www.levif.be/actualite/","BVI","26/08/2016","23/09/2016"
"Vif., Le (site web) (1 sources)","Belgique","","Presse","En continu","Français","25869","Online version of Le Vif., a major French-language weekly magazine published in Brussels, Belgium. It offers news on politics, economics, investigations, society and culture in relation to both Belgium and international events. It also covers news on literature and sports.","http://www.levif.be/actualite/","BVIW","09/07/2016",NA
"Ville de Laval (QC) (web site ref.) (1 sources)","Canada","Québec","Presse","Irrégulier","Anglais","37396",NA,"https://www.laval.ca/Pages/En/home.aspx","WVAAY","25/04/2024",NA
"Ville de Montréal (QC) (web site ref.) (1 sources)","Canada","Québec","Presse","Irrégulier","Bilingue Anglais/Français","37397",NA,"http://ville.montreal.qc.ca/","WVAAZ","25/04/2024",NA
"Ville Rail et Transports (1 sources)","France","","Presse","Mensuel ou bimensuel","Français","63342","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.ville-rail-transports.com/","FABQ","01/12/2023",NA
"Ville Rail Transports (site web) (1 sources)","France","","Presse","En continu","Français","63343","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.ville-rail-transports.com/","FABR","28/03/2023",NA
"Vinci (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","En continu","Français","27776",NA,"https://www.vinci.com/","OEAGO","25/04/2024",NA
"Vindicator, The (Youngstown, OH) (web site ref.) (1 sources)","États-Unis","Ohio","Presse","Irrégulier","Anglais","45724","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.vindy.com/","WVABG","25/04/2024",NA
"Vingt55 (site web réf.) (1 sources)","Canada","Québec","Presse","En continu","Français","51952",NA,"https://vingt55.ca/","WVABW","25/04/2024",NA
"Virgin Islands Daily News, The (St. Thomas) (web site ref.) (1 sources)","États-Unis","Virgin Islands","Presse","En continu","Anglais","46127","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.virginislandsdailynews.com/","WVABH","25/04/2024",NA
"Virginia Journal, The (1 sources)","États-Unis","Virginie","Presse","Semestriel","Anglais","38770",NA,"https://www.vahperd.org/","GVAAU","22/09/2005",NA
"Virginia Tax Review (1 sources)","États-Unis","Virginie","Presse","Bimestriel ou trimestriel","Anglais","31439","Covers tax and tax-related matters, written by legal academics and practioners from scholarly and practical perspectives.","https://wordpress.its.virginia.edu/virginiataxreview/","GVAAM","01/01/2015",NA
"Virginia Woolf Miscellany (1 sources)","États-Unis","Californie","Presse","Semestriel","Anglais","31440","Focuses on Virginia Woolf studies and related topics. Includes reviews as well as articles.","https://virginiawoolfmiscellany.wordpress.com/","GVAAN","22/03/2015",NA
"Virginian-Pilot, The (Norfolk, VA) (web site ref.) (1 sources)","États-Unis","Virginie","Presse","En continu","Anglais","46128","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.pilotonline.com/","WVABJ","25/04/2024",NA
"Virology: Research and Treatment (1 sources)","Nouvelle-Zélande","","Presse","Irrégulier","Anglais","31441","Covers all aspects of viruses, including human, animal, insect, plant, and bacterial and fungal viruses.","https://journals.sagepub.com/home/vrt","GVAAO","12/10/2015",NA
"Visión de Futuro (1 sources)","Argentine","","Presse","Semestriel","Espagnol","48314",NA,"https://visiondefuturo.fce.unam.edu.ar/index.php/visiondefuturo","GVAAX","01/06/2007",NA
"Visión Electrónica (1 sources)","Colombie","","Presse","Semestriel","Espagnol","40064",NA,"https://revistas.udistrital.edu.co/ojs/index.php/visele/index","GVAAV","01/01/2013",NA
"Visions: The Journal of Rogerian Nursing Science (1 sources)","États-Unis","New York","Presse","Annuel","Anglais","31442","Provides health care information to nurses, nurse educators, nursing scientists, members of the public, or scientist's interested in the works of Unitary scholars.","https://www.societyofrogerianscholars.org/visions","GVAAP","01/01/2015",NA
"Visitcalgary (web site ref.) (1 sources)","Canada","Alberta","Presse","Irrégulier","Anglais","37399",NA,"http://www.visitcalgary.com/","WVABB","27/04/2024",NA
"Vita (web site ref.) (1 sources)","Canada","Colombie-Britannique","Presse","En continu","Anglais","36019",NA,"http://www.vitadaily.ca/","WVAAC","25/04/2024",NA
"Vitae Scholasticae (1 sources)","États-Unis","Oklahoma","Presse","Semestriel","Anglais","31443","A semiannual journal of the International Society for Educational Biography, featuring research, analysis, and reviews in the field of education biography.","http://isebio.com/our/journal.html","GVAAQ","22/03/2015",NA
"Vital (1 sources)","France","Ile-de-France","Presse","Bimestriel ou trimestriel","Français","49402","Vital is a magazine that offers wellness, nutrition and beauty advices, the latest sport, fashion and beauty trends.","https://vital.topsante.com/","MVB","06/02/2020","06/02/2020"
"Vital (site web) (1 sources)","France","Ile-de-France","Presse","En continu","Français","49404","Website of Vital, a magazine that offers wellness, nutrition and beauty advices, the latest sport, fashion and beauty trends.","https://vital.topsante.com/","MVBW","07/01/2020",NA
"Vital Food (1 sources)","France","Ile-de-France","Presse","Bimestriel ou trimestriel","Français","49405","Vital Food is the cooking magazine for women between 25 and 45 years old. It offers easy and balanced recipes.","https://www.reworldmediaconnect.com/marque/vital-food/print","MVC","20/02/2020","20/02/2020"
"Vitality (blog ref.) (1 sources)","Canada","Ontario","Médias sociaux","Irrégulier","Anglais","37400",NA,"http://vitalitymagazine.com/","WVABC","29/04/2024",NA
"Vitisbio (1 sources)","France","","Presse","Trimestriel","Français","67464","Vitisbio is the magazine for organic winegrowers.","https://www.vitisbio.fr/","ALP","01/10/2024","01/10/2024"
"VIVA (site web réf.) (1 sources)","Canada","Québec","Presse","En continu","Français","25999","VIVA is a news and entertainment website based in Vaudreuil-Soulanges, Quebec. It covers news, politics, sports, culture, lifestyle, and more.","http://www.viva-media.ca/","MVIV","25/04/2024",NA
"Vivat Academia. Revista de comunicación (1 sources)","Espagne","","Presse","Bimestriel ou trimestriel","Anglais","33369",NA,"http://www.vivatacademia.net/index.php/vivat","GVAAS","01/06/2011",NA
"Vivendi (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","En continu","Français","27777",NA,"http://www.vivendi.com/","OEAGP","29/04/2024",NA
"Vivre Côté Paris (1 sources)","France","Ile-de-France","Presse","Bimestriel ou trimestriel","Français","9052","Vivre Côté Paris offers a discovery of Paris through the arts, fashion, decoration, portraits and unusual places.","http://www.cotemaison.fr/cote-paris/","EXK","01/06/2012","01/06/2012"
"Vniversitas (Colombia) (1 sources)","Colombie","","Presse","Semestriel","Espagnol","48315",NA,"https://revistas.javeriana.edu.co/index.php/vnijuri","GVAAY","01/01/2014",NA
"Vocero, El (sitio web ref.) (1 sources)","Porto Rico","","Presse","En continu","Espagnol","5559",NA,"http://elvocero.com/","IVOE","25/04/2024",NA
"VOCM 590 (St. John's, NL) (1 sources)","Canada","Terre-Neuve-et-Labrador","Télévision et radio","En continu","Anglais","8663","Since 1936 the radio station VOCM has been the voice of the common man in Newfoundland and Labrador. VOCM's News/Talk format, accompanied by the latest local information makes VOCM a market leader. ""VOCM First News"" has won more than 70 local, regional and international awards, including the coveted Edward R. Murrow Award. VOCM News provides Newfoundlanders with the information they need - in the community, across the province and around the world. This source requires a special subscription.","http://www.vocm.com/","RFI","13/05/2023",NA
"VOCM Radio (web site ref.) (1 sources)","Canada","Terre-Neuve-et-Labrador","Presse","En continu","Anglais","2096","Since 1936 the radio station VOCM has been the voice of the common man in Newfoundland and Labrador. VOCM's News/Talk format, accompanied by the latest local information makes VOCM a market leader. ""VOCM First News"" has won more than 70 local, regional and international awards, including the coveted Edward R. Murrow Award. VOCM News provides Newfoundlanders with the information they need - in the community, across the province and around the world.","http://www.vocm.com/","VOC","25/04/2024",NA
"Voice - BW, The (1 sources)","Botswana","","Presse","Quotidien","Anglais","62126","The Voice is a daily newspaper based in Botswana.","https://thevoicebw.com/","AAAW","30/05/2023",NA
"Voice and Data (India) (web site ref.) (1 sources)","Inde","","Presse","Irrégulier","Anglais","45726","Voice and Data is India's only magazine on the business of communications providing vital information, statistics and analyses on the business, technology and regulatory aspects of Indian telecom and networking.","http://www.voicendata.com/","WVABK","10/10/2024",NA
"Voice of America News (web site ref.) (1 sources)","États-Unis","District de Columbia","Presse","En continu","Anglais","46129","News articles and broadcast scripts from The Voice of America.","http://www.voanews.com/","WVABL","25/04/2024",NA
"Voice of the Farmer (Uxbridge, ON) (1 sources)","Canada","Ontario","Presse","Mensuel ou bimensuel","Anglais","44750","""The true voice of agriculture in Ontario's heartland"" It is a monthly farm publication in Central Ontario","https://www.durhamregion.com/community-static/3848460-durhamregion-digital-editio/","HOT","08/04/2019","08/04/2019"
"Voice of Youth Advocates (1 sources)","États-Unis","Maryland","Presse","Bimestriel ou trimestriel","Anglais","20722","The american magazine Voice of Youth Advocates is destined to young librarians starting in the field who want to promote litterature to a younger audience, teens and young adults. Every month the magazine reviews more than 200 titles and features stories on a specific genre of literature. The magazine also published articles about the design of spaces and the display of collections in order to attract a younger clientele.","http://www.voyamagazine.com/","QVAAR","01/08/2010",NA
"Voice, The (Francistown, Botswana) (web site ref.) (1 sources)","Botswana","","Presse","Irrégulier","Anglais","46130","The Voice is a weekly tabloid newspaper that concentrates on human interest and entertainment stories.","https://news.thevoicebw.com/","WVABM","25/04/2024",NA
"Voices: The Journal of New York Folklore (1 sources)","États-Unis","New York","Presse","Semestriel","Anglais","31444","Features articles, stories, interviews, reminiscences, essays, folk poetry and music, photographs and artwork from people in all parts of New York State.","https://nyfolklore.org/folklore-folklife/voices-the-journal-of-new-york-folklore/","GVAAR","22/03/2015",NA
"Voir Vert (site web réf.) (1 sources)","Canada","Québec","Presse","Irrégulier","Français","64528","This magazine is dedicated to Brittany and the Celtic nations and offers articles and interviews around the themes of history, culture, heritage and traditions.","https://www.voirvert.ca/","FIAW","25/04/2024",NA
"Voix acadienne, La (Summerside, PE) (1 sources)","Canada","Île-du-Prince-Édouard","Presse","Hebdomadaire","Français","4724","Founded in 1976, the weekly newspaper La Voix acadienne is the only publication in French in Prince Edward Island.","https://lavoixacadienne.com/","FZ","01/12/2010","27/10/2010"
"Voix de l’Est Plus, La (Granby, QC) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","3733","Since 1979, La Voix de l’Est Plus (formerly The Plus) reports the regional news. The weekly is distributed in the Granby region and appears in the Voix de l'Est.",NA,"VO","11/03/2009","11/03/2009"
"Voix de la Haute-Marne, La (1 sources)","France","Grand Est","Presse","Hebdomadaire","Français","63875","This source requires a subscription.","https://www.lavoixdelahautemarne.fr/","ADY","01/12/2023","19/01/2024"
"Voix de la Haute-Marne, La (site web) (1 sources)","France","Grand Est","Presse","En continu","Français","63877","This source requires a subscription.","https://www.lavoixdelahautemarne.fr/","ADZ","11/12/2023",NA
"Voix de la Vallée, La (Matane, QC) (site web) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","15637","Weekly newspaper serving Matane area in Quebec. La Voix de la Vallée that provides an accurate image of its community is often the best and sometimes the only source of local news. Incomplete archives between 2010 and 2013","https://www.lavoixdelavallee.ca/","WQAV","02/04/2010",NA
"Voix de l'Ain, La (1 sources)","France","Auvergne-Rhônes-Alpes","Presse","Hebdomadaire","Français","63878","This source requires a subscription.","https://www.lavoixdelain.fr/","AEA","01/12/2023","19/01/2024"
"Voix de l'Ain, La (site web) (1 sources)","France","Auvergne-Rhônes-Alpes","Presse","En continu","Français","63880","This source requires a subscription.","https://www.lavoixdelain.fr/","AEB","10/12/2023",NA
"Voix de l'Est, La (Granby, QC) (1 sources)","Canada","Québec","Presse","Bihebdomadaire ou trihebdomadaire","Français","154","Established in 1935 and a daily since 1945, La Voix de l'Est is published six days a week in Granby, Quebec. Read by more than 50,000 people, La Voix de l'Est covers the region's political, economic, social and sports news. ). La Voix de l'Est stops publishing from Monday to Friday and publishes only on Wednsday and Saturday from March 25, 2020. The last printed edition appears on Saturday December 30, 2023.","https://www.lavoixdelest.ca/","VE","01/09/1999","03/06/1999"
"Voix de l'Est, La (Granby, QC) (site web) (1 sources)","Canada","Québec","Presse","En continu","Français","28842","La Voix de l'Est (site web) make available on Internet a real-time and 24 hours-a-day full range news from La Voix de l'Est Newspaper. Established in 1935 and a daily since 1945, it is published in Granby, Quebec. La Voix de l'Est covers the region's political, economic, social and sports news.","https://www.lavoixdelest.ca/","VEW","31/12/2000",NA
"Voix de l'Est, La (Granby, QC) (tablette) (1 sources)","Canada","Québec","Presse","Quotidien","Français","27272","La Voix-de de l'Est - tablet version features articles published in the print version, the website and some exclusive content. Established in 1935 and a daily since 1945, La Voix de l'Est is published six days a week in Granby, Quebec. Read by more than 50,000 people, La Voix de l'Est covers the region's political, economic, social and sports news.","http://www.lavoixdelest.ca/","TVE","07/02/2013",NA
"Voix des Mille-Iles, La - Cahier (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","14472","Only PDFs are available for this source.","http://www.nordinfo.com/","JVP","12/04/2014","12/04/2014"
"Voix des Mille-Iles, La (Sainte-Thérèse, QC) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","5756","Weekly newspaper published on Wednesday in Sainte-Thérèse , La Voix des Mille-Iles that provides an accurate image of its community is a source of local news.","http://www.nordinfo.com/","JVO","14/09/2011","14/09/2011"
"Voix des Sports, La (1 sources)","France","Hauts-de-France","Presse","Hebdomadaire","Français","19387","Provides the latest news about all sports. La Voix des Sports is a part of the newspaper La Voix du Nord.","http://www.lavoixdunord.fr/sports","VNS","14/05/2012","13/06/2016"
"Voix du Jura (1 sources)","France","Bourgogne-Franche-Comté","Presse","Hebdomadaire","Français","63881","This source requires a subscription.","https://actu.fr/voix-du-jura/","AEC","30/11/2023","30/11/2023"
"Voix du Midi (Édition Toulouse) (1 sources)","France","Occitanie","Presse","Hebdomadaire","Français","63883","This source requires a subscription.","https://actu.fr/toulouse/","AED","02/11/2023","02/11/2023"
"Voix du Nord, La (1 sources)","France","Hauts-de-France","Presse","Quotidien","Français","461","La Voix du Nord was an underground newspaper of the resistance in 1941, but has been published in the open since September 5, 1944. Today, with a team of 272 journalists from 30 bureaus, with the support of a network of almost one thousand news correspondents, La Voix du Nord publishes 180 pages of information every day for 25 local editions, covering all North area and Pas-de-Calais region. In addition, it publishes weekly supplements such as ""Voix des Sports"" (sports section), published every Monday, ""Économie"", ""TV Magazine"", ""Enfants"" and ""Version Fémina"". Aware of its business environment, group La Voix du Nord has begun 20 years ago, a policy based on a development and diversification formula particularly in daily and weekly press, in free newspaper business and electronic publishing. That policy has driven Group La Voix du Nord at the top of communication sector in the Northern region of Paris. Special conditions may apply to this source.","http://www.lavoixdunord.fr/","VN","05/02/2004","01/10/2010"
"Voix du Nord, La (site web) (1 sources)","France","Hauts-de-France","Presse","En continu","Français","9586","La Voix du Nord was an underground newspaper of the resistance in 1941, but has been published in the open since September 5, 1944. Today, with a team of 272 journalists from 30 bureaus, with the support of a network of almost one thousand news correspondents, La Voix du Nord publishes 180 pages of information every day for 25 local editions, covering all North area and Pas-de-Calais region. In addition, it publishes weekly supplements such as ""Voix des Sports"" (sports section), published every Monday, ""Économie"", ""TV Magazine"", ""Enfants"" and ""Version Fémina"". Aware of its business environment, group La Voix du Nord has begun 20 years ago, a policy based on a development and diversification formula particularly in daily and weekly press, in free newspaper business and electronic publishing. That policy has driven Group La Voix du Nord at the top of communication sector in the Northern region of Paris. Special conditions may apply to this source.","http://www.lavoixdunord.fr/","VWN","22/08/2012",NA
"Voix du Sancerrois, La (1 sources)","France","Centre-Val de Loire","Presse","Hebdomadaire","Français","19919","La Voix du Sancerrois is a French local weekly newspaper based in Sancerrois. This tabloid is published in the region of Centre.","https://boutique.centrefrance.com/presse/la-voix-du-sancerrois-450","FRV","11/03/2015","11/03/2015"
"Voix du Sud, La (Lac-Etchemin, QC) (1 sources)","Canada","Québec","Presse","Hebdomadaire","Français","1397","Weekly newspaper serving Lac Etchemin area in Chaudière-Appalaches region. La Voix du Sud that provides an accurate image of its community is often the best and sometimes the only source of local news.","http://www.lavoixdusud.com/","QF","14/02/2004","20/08/2006"
"Voix du Sud, La (Lac-Etchemin, QC) (site web) (1 sources)","Canada","Québec","Presse","En continu","Français","18900","Weekly newspaper serving Lac Etchemin area in Chaudière-Appalaches region. La Voix du Sud that provides an accurate image of its community is often the best and sometimes the only source of local news.","http://www.lavoixdusud.com/","WQF","16/11/2014",NA
"Vosges Matin (France) (1 sources)","France","Grand Est","Presse","Quotidien","Français","63344","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://www.vosgesmatin.fr/","FABS","02/08/2018",NA
"Votre Argent (site web) (1 sources)","France","","Presse","En continu","Français","2408","VotreArgent is the companion web site of the monthly Mieux vivre votre Argent, a leader in money related press.","http://votreargent.lexpress.fr/","VAF","14/02/2005",NA
"Vox (web site ref.) (1 sources)","États-Unis","","Presse","En continu","Anglais","16615",NA,"https://www.vox.com/","MREC","25/04/2024",NA
"Voz de Cádiz, La (1 sources)","Espagne","","Presse","Quotidien","Espagnol","64217","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.lavozdigital.es/","FAPQ","05/01/2024",NA
"Voz de Cádiz, La (sitio web ref.) (1 sources)","Espagne","","Presse","En continu","Espagnol","9784",NA,"http://www.lavozdigital.es/cadiz/","IVOD","25/04/2024",NA
"Voz de Galicia, La (1 sources)","Espagne","","Presse","Quotidien","Espagnol","64218","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.lavozdegalicia.es/","FAPR","24/06/2016",NA
"Wabasca Fever (AB) (1 sources)","Canada","Alberta","Presse","Hebdomadaire","Anglais","6266","The Wabasca Fever is a weekly newspaper delivering news to Wabasca and communities within the Municipal District of Opportunity No.17, and First Nations in north central Alberta since 1998.","https://paper.li/wabascafever#/","IWF","15/08/2019","15/08/2019"
"Waco Tribune-Herald (TX) (web site ref.) (1 sources)","États-Unis","Texas","Presse","Irrégulier","Anglais","45748","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.wacotrib.com/","WWABT","25/04/2024",NA
"Wagadu (1 sources)","États-Unis","New York","Presse","Annuel","Anglais","58712","Wagadu: A Journal of Transnational Women’s and Gender Studies","https://wagadu.org/","GWABQ","22/06/2016",NA
"Wakeboarding (web site ref.) (1 sources)","États-Unis","Floride","Presse","En continu","Anglais","17800",NA,"https://www.wakeboardingmag.com/","MWAK","06/05/2024",NA
"Wales Online (UK) (web site ref.) (1 sources)","Royaume-Uni","Pays de Galles","Presse","Irrégulier","Anglais","45749","The readership is predominantly young Welsh families and the young age profile of the readership is reflected in the content and style of the product.","http://www.walesonline.co.uk/","WWABU","25/04/2024",NA
"WalfNet (Sénégal) (site web réf.) (1 sources)","Sénégal","","Presse","En continu","Français","9785",NA,"http://walf-groupe.com/","IWAF","25/04/2024",NA
"Wall Street Horizon (1 sources)","États-Unis","New York","Presse","Irrégulier","Anglais","18821","Wall Street Horizon provides institutional traders with calendar dates including earnings release dates, conference call dates and meeting dates that has a direct impact on a company's stock price.","http://www.wallstreethorizon.com/","GWAL","12/10/2009",NA
"Wall Street Journal Chinese Simplified, The (web site) (1 sources)","États-Unis","","Presse","Quotidien","Chinois","62919","Wall Street Journal website. Its exclusive information makes it one of the most influential newspapers in the economic and financial world. This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.wsj.com/","DJBA","04/06/2004",NA
"Wall Street Journal Chinese Traditional, The (web site) (1 sources)","États-Unis","","Presse","Quotidien","Chinois","62920","Wall Street Journal website. Its exclusive information makes it one of the most influential newspapers in the economic and financial world. This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.wsj.com/","DJBC","04/06/2004",NA
"Wall Street Journal Japanese, The (web site) (1 sources)","États-Unis","","Presse","Quotidien","Japonais","62918","Wall Street Journal website. Its exclusive information makes it one of the most influential newspapers in the economic and financial world. This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.wsj.com/","DJAZ","02/06/2010",NA
"Wall Street Journal, The (1 sources)","États-Unis","","Presse","Quotidien","Anglais","5842","The Wall Street Journal is an American economic and financial daily founded in 1889. Its exclusive information makes it one of the most influential newspapers in the economic and financial world. This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.wsj.com/","BWJ","01/07/2014",NA
"Wall Street Journal, The (abstracts) (1 sources)","États-Unis","New York","Presse","Quotidien","Anglais","12129","WSJ Abstracts provides abstracts of articles published in The Wall Street Journal newspaper. The Wall Street Journal is a daily newspaper that covers business, finance, and economic topics. This source requires a subscription.","https://www.wsj.com/","QWAAC","14/12/2021",NA
"Wall Street Journal, The (web site) (1 sources)","États-Unis","","Presse","En continu","Anglais","27531","Wall Street Journal website. Its exclusive information makes it one of the most influential newspapers in the economic and financial world. This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.wsj.com/","BWC","20/01/2007",NA
"Walla Walla Union-Bulletin (WA) (web site ref.) (1 sources)","États-Unis","Washington","Presse","Irrégulier","Anglais","45750","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.union-bulletin.com/","WWABV","25/04/2024",NA
"Walrus, The (web site ref.) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","37403",NA,"http://thewalrus.ca/","WWAAD","25/04/2024",NA
"Walt Whitman Quarterly Review (1 sources)","États-Unis","Iowa","Presse","Bimestriel ou trimestriel","Anglais","31445","The official journal of the Walt Whitman Studies Association. Provides information on the literature of Walt Whitman.","https://pubs.lib.uiowa.edu/wwqr/","GWAAA","01/01/2015",NA
"WanSquare (site web) (1 sources)","France","Ile-de-France","Presse","En continu","Français","32571","Wansquare is a digital media exclusively dedicated to the economic and financial environment. It makes available to its member’s exclusive information and a unique point of view for key industry players.","http://www.wansquare.com/","WAN","11/08/2017",NA
"Wapa TV (sitio web ref.) (1 sources)","Porto Rico","","Presse","En continu","Espagnol","5560",NA,"http://www.wapa.tv/","IWAP","25/04/2024",NA
"Wapizagonke (blogue réf.) (1 sources)","Canada","Québec","Médias sociaux","Irrégulier","Français","68484",NA,"https://www.wapizagonke.com/","WGADT","22/03/2025",NA
"War Room, The (blog ref.) (1 sources)","Canada","Ontario","Médias sociaux","Irrégulier","Anglais","37404",NA,"http://warrenkinsella.com/","WWAAE","25/04/2024",NA
"War, Literature and The Arts (1 sources)","États-Unis","","Presse","Annuel","Anglais","31446","Publishes short fiction, poetry, personal Publishes essays, memoirs, visuals, book reviews and scholarly essays for a general audience about the intersection of war and art.","http://wlajournal.com/","GWAAB","01/01/2015",NA
"Wards Auto (web site ref.) (1 sources)","États-Unis","New York","Presse","En continu","Anglais","15484","WARD'S AutoWorld puts industry news, trends and technology into perspective with the goal of helping readers understand how today's industry headlines will affect their company.","http://wardsauto.com/","MWAR","25/04/2024",NA
"Warsaw Voice, The (1 sources)","Pologne","","Presse","Quotidien","Anglais","17670","General news and local business news in Poland.","http://www.warsawvoice.pl/","FWAV","01/08/2012",NA
"Warwick Courier (UK) (web site ref.) (1 sources)","Royaume-Uni","Midlands de l'Ouest","Presse","Irrégulier","Anglais","45751","Warwick Courier is a newspaper covering local news, sports, business, jobs and community events.","http://www.warwickcourier.co.uk/","WWABY","25/04/2024",NA
"Warwickshire World (web site ref.) (1 sources)","Royaume-Uni","Midlands de l'Ouest","Presse","En continu","Anglais","56334",NA,"https://www.warwickshireworld.com/","WWACM","25/04/2024",NA
"Washington Daily News (US) (1 sources)","États-Unis","District de Columbia","Presse","Quotidien","Anglais","63518","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://thewashingtondailynews.com/","FAIP","23/01/2018",NA
"Washington International Law Journal (1 sources)","États-Unis","Washington","Presse","Quadrimestriel","Anglais","31447","This journal promotes the discussion of legal and policy issues affecting East Asian and trans-Pacific affairs. It provides a forum for the discussion of current issues significant to legal practice and scholarship in this dynamic region.","https://pubs.lib.uiowa.edu/wwqr/","GWAAD","01/01/2015",NA
"Washington Law Review (1 sources)","États-Unis","Washington","Presse","Bimestriel ou trimestriel","Anglais","31448","A student-run scholarly journal at the University of Washington School of Law. Published since 1925, the Washington Law Review publishes professional and student-written articles of national and regional interest.","https://www.law.uw.edu/wlr","GWAAE","01/03/2015",NA
"Washington Monthly (1 sources)","États-Unis","District de Columbia","Presse","Mensuel ou bimensuel","Anglais","1745","Washington Monthly is a monthly insightful magazine on politics, government and culture of United States.","http://www.washingtonmonthly.com/","GFV","01/01/2004",NA
"Washington Post, The (web site ref.) (1 sources)","États-Unis","District de Columbia","Presse","En continu","Anglais","8991",NA,"http://www.washingtonpost.com/","IWAS","25/04/2024",NA
"Washington Times, The (US) (1 sources)","États-Unis","District de Columbia","Presse","Quotidien","Anglais","63512","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.washtimes.com/","FAIJ","02/03/2018",NA
"Washington University Global Studies Law Review (1 sources)","États-Unis","","Presse","Quadrimestriel","Anglais","31450","Presents articles, book reviews, essays, and notes from prestigious academics, practitioners and prominent students to expand the global community's knowledge and understanding of real-world issues.","https://openscholarship.wustl.edu/law_globalstudies/","GWAAG","01/01/2015",NA
"Washington University Law Review (1 sources)","États-Unis","Missouri","Presse","Bimestriel ou trimestriel","Anglais","31452","A student-run academic journal that publishes articles from legal scholars, practitioners, and students.","https://openscholarship.wustl.edu/law_lawreview/","GWAAI","01/02/2015",NA
"Waste360 (web site ref.) (1 sources)","États-Unis","Géorgie","Presse","Irrégulier","Anglais","45752","Waste Age serves waste industry professionals from private refuse firms, governmental entities and recycling firms. The official magazine of WasteExpo, Waste Age provides analysis of business trends and how-to-advice on the collection, transfer, processing and disposal of solid waste. The web site offers exclusive content, including news updates, etc.","http://waste360.com/","WWABZ","25/04/2024",NA
"Watan, El (blogues) (1 sources)","Algérie","","Médias sociaux","Quotidien","Français","8937","El Watan is a French language daily from Algeria. It was founded in 1990 by a group of journalists who left the regime's official daily, El Moudjahid. It is now Algeria's reference newspaper. It is also the first Algerian newspaper on the web - the entire content of the printed paper is available online.",NA,"ELB","03/06/2012",NA
"Watan, El (site web) (1 sources)","Algérie","","Presse","En continu","Français","2179","El Watan is a French language daily from Algeria. It was founded in 1990 by a group of journalists who left the regime's official daily, El Moudjahid. It is now Algeria's reference newspaper. It is also the first Algerian newspaper on the web - the entire content of the printed paper is available online.","https://elwatan-dz.com/","ELW","31/01/2008",NA
"Watani (French) (site web) (1 sources)","Egypte","","Presse","Irrégulier","Français","55660","This source requires a subscription.","http://fr.wataninet.com/","LUNL","11/08/2021",NA
"Watch Generation (site web réf.) (1 sources)","France","","Presse","Irrégulier","Français","67480",NA,"https://www.watchgeneration.fr/","WAANQ","20/12/2024",NA
"Watch Mojo (web site ref.) (1 sources)","Canada","Québec","Presse","Irrégulier","Anglais","37405",NA,"http://www.watchmojo.com/","WWAAF","25/04/2024",NA
"Watchuseek (web site ref.) (1 sources)","Canada","","Presse","Irrégulier","Anglais","37406",NA,"http://www.watchuseek.com/?url=/home","WWAAG","25/04/2024",NA
